N,P,K,temperature,humidity,ph,rainfall,label
35,71,17,29.89287,66.35375,6.931925,198.1403,pigeonpeas
29,72,24,23.1741,36.67847,6.962386,162.5931,pigeonpeas
38,55,19,33.18184,38.23185,5.864623,198.8299,pigeonpeas
31,56,23,31.46846,35.39454,5.661826,174.5724,pigeonpeas
30,60,21,28.87668,62.49012,5.457871,182.2688,pigeonpeas
1,76,19,24.18553,46.68747,6.669529,177.3378,pigeonpeas
24,73,20,19.63736,32.31529,4.608695,176.4134,pigeonpeas
22,30,12,15.78144,92.51078,6.354007,119.035,orange
40,22,6,24.5361,91.90997,6.488221,115.9788,orange
8,7,10,28.26205,91.98317,6.929216,105.2132,orange
6,8,11,24.35591,92.39652,6.600949,119.6947,orange
37,18,12,10.27089,90.19148,7.401122,106.6955,orange
19,7,10,14.78003,91.22062,6.11843,100.1962,orange
32,25,9,10.3561,93.75652,7.796034,101.1457,orange
30,7,15,33.23453,91.06054,7.825532,115.766,orange
27,13,6,13.36051,91.35608,7.335158,111.2267,orange
20,7,9,29.47742,91.57803,7.129137,111.1727,orange
19,24,15,20.48955,93.72485,7.137137,111.8392,orange
31,25,12,18.05142,90.0397,7.016482,111.7794,orange
21,17,15,23.9829,91.54731,7.455991,118.4902,orange
5,18,14,33.1057,93.48447,7.434119,119.1709,orange
14,19,14,17.68409,94.35815,6.699165,108.0638,orange
39,28,10,31.3492,91.48248,7.181908,109.155,orange
16,29,13,32.31944,93.67805,6.196908,117.6236,orange
16,8,9,24.60298,91.28409,7.60119,111.2948,orange
10,5,5,21.21307,91.35349,7.817846,112.9834,orange
33,12,8,25.26053,90.31154,6.822282,117.3695,orange
36,29,13,20.68185,90.91511,7.829507,109.7514,orange
21,29,12,22.30319,92.15987,6.438669,117.3688,orange
31,26,9,11.69895,93.25639,7.566166,103.2006,orange
18,5,11,20.87947,90.93756,6.251587,102.4551,orange
29,11,5,23.13339,91.9467,7.639788,104.4224,orange
26,11,11,13.70319,90.95589,7.609348,106.2945,orange
20,23,11,31.85207,90.1222,6.407716,109.9455,orange
28,7,9,34.59178,92.1323,6.730758,115.565,orange
5,8,5,11.03368,92.22707,6.562595,112.7716,orange
12,20,10,24.45133,93.10528,6.528355,109.4711,orange
13,23,6,23.96148,90.26408,7.365338,102.6959,orange
5,23,15,25.66901,92.04671,7.408939,112.5424,orange
18,23,8,21.49119,93.4395,6.413548,101.482,orange
13,22,5,19.66706,90.50097,7.76404,100.1738,orange
8,16,6,12.22816,90.26457,7.10665,108.4162,orange
6,13,9,34.51424,90.56151,7.786725,118.3272,orange
34,29,8,31.87859,91.15248,6.45064,105.3438,orange
34,11,10,31.75049,94.59551,7.362208,115.1989,orange
40,21,8,34.90665,92.8782,7.418762,102.1906,orange
9,10,10,22.3551,93.52212,6.010392,101.5165,orange
0,25,14,19.33517,91.97979,6.361671,116.4504,orange
12,6,8,30.84835,92.86774,6.388617,107.4143,orange
39,21,9,13.20844,94.02769,6.354023,106.2696,orange
36,11,13,17.34084,93.04897,7.191727,112.7194,orange
27,30,5,32.71749,90.54608,7.656978,113.329,orange
18,12,8,12.59094,91.81669,6.206053,119.3917,orange
39,9,15,25.35468,91.81183,7.992042,116.7556,orange
14,22,9,17.24945,91.13773,6.543192,112.5091,orange
33,12,15,30.25578,92.03273,6.052318,116.7173,orange
25,21,11,32.23798,90.15407,6.460045,104.7052,orange
1,15,9,29.98365,94.5524,7.533509,115.356,orange
0,12,7,20.18432,90.65458,6.96925,116.8131,orange
1,17,6,10.7869,91.38412,6.819827,117.5293,orange
9,11,8,24.85903,94.39,6.559237,111.7804,orange
20,20,10,11.86632,93.68395,6.976998,106.0601,orange
7,20,12,16.5346,94.7676,6.475275,110.0448,orange
6,7,7,27.68167,94.47317,7.199106,113.9995,orange
11,14,5,11.50323,94.89332,6.946355,115.5684,orange
17,16,14,16.39624,92.18152,6.625539,102.9442,orange
15,14,8,10.01081,90.22399,6.220943,119.3941,orange
4,23,5,22.67594,93.36349,7.477935,110.3333,orange
5,25,6,30.7212,94.01332,6.011302,106.8118,orange
20,8,12,25.29904,94.9642,7.260416,117.9733,orange
20,29,10,29.07413,93.27189,7.365492,100.7897,orange
16,7,8,22.79197,90.60902,6.420457,116.5084,orange
22,17,5,24.12189,90.72352,6.945563,102.8356,orange
34,10,14,34.05297,92.05812,6.725601,116.8021,orange
29,25,14,30.49184,90.45829,7.781989,113.3302,orange
37,23,12,31.52676,90.50622,6.395258,113.1169,orange
37,24,13,19.14382,90.71037,7.854624,108.0231,orange
0,18,14,29.77149,92.0072,7.207991,114.4162,orange
4,6,7,23.01014,91.11764,6.70889,112.6738,orange
6,9,12,31.08369,90.14363,7.028746,109.6895,orange
39,24,14,30.55473,90.90344,7.18926,106.0712,orange
9,8,15,14.3432,94.35735,7.994465,110.2223,orange
13,5,8,23.8534,90.10523,7.474711,103.9232,orange
1,30,10,11.89926,91.34664,7.291406,103.5771,orange
24,30,11,32.39524,94.51768,6.601396,113.2537,orange
33,14,8,21.032,92.9642,7.68442,110.6824,orange
24,27,9,18.86883,93.24688,6.157135,119.3937,orange
8,16,7,23.2925,82.00274,5.381423,263.9642,Pulses
26,52,25,23.71475,81.43322,6.355529,263.7035,Pulses
26,52,25,21.11479,81.17734,5.552744,298.4018,Pulses
23,46,22,22.5378,83.52842,5.51338,298.5601,Pulses
23,46,22,23.34467,81.43322,6.031806,250.9133,Pulses
29,58,28,21.8013,82.81089,6.847798,280.4044,Pulses
11,22,10,23.60302,82.63941,5.631466,260.4462,Pulses
25,50,24,22.49095,80.14509,5.200234,265.5356,Pulses
22,44,21,21.37785,80.41818,5.544618,291.2987,Pulses
23,46,22,23.61192,80.70961,5.355236,269.9048,Pulses
30,60,29,22.84064,83.51827,5.310731,252.3838,Pulses
13,26,12,22.71271,80.64416,5.218101,260.0883,Pulses
21,42,20,24.91461,80.31964,5.519011,262.864,Pulses
24,48,23,23.25231,80.47476,5.268178,263.3561,Pulses
15,30,14,22.20701,80.3798,5.693508,283.3672,Pulses
13,26,12,20.3766,82.17069,6.033929,292.3198,Pulses
21,42,20,22.99452,82.74836,5.447703,243.512,Pulses
9,18,8,22.76643,84.47963,5.277561,260.8142,Pulses
13,26,12,22.75089,82.89409,5.637177,261.2092,Pulses
21,42,20,22.35548,84.8136,5.348699,263.6793,Pulses
8,16,7,23.50201,81.03569,5.607667,295.3575,Pulses
31,62,30,23.76882,80.97384,5.575615,264.0581,Pulses
16,32,15,22.96388,84.04404,5.634164,260.0811,Pulses
6,12,5,23.86087,80.41363,5.647934,268.581,Pulses
24,48,23,21.31852,83.89181,6.025321,295.6094,Pulses
12,24,11,22.12659,82.06719,5.46509,260.8349,Pulses
24,48,23,23.61192,80.54373,5.40589,262.3171,Pulses
6,12,5,22.31254,84.13419,5.902814,282.9044,Pulses
22,44,21,23.34386,82.6784,5.620136,257.0039,Pulses
30,60,29,23.41045,81.45062,5.295435,285.2773,Pulses
8,16,7,21.42177,83.0631,5.376066,265.0948,Pulses
21,42,20,23.12653,82.95222,5.626547,268.7183,Pulses
8,16,7,22.19109,84.59202,5.662313,253.7203,Pulses
23,46,22,21.25941,82.73686,5.277704,263.1321,Pulses
21,42,20,22.36629,80.34776,5.384371,267.3637,Pulses
27,54,26,23.80436,83.46358,6.310966,285.9461,Pulses
25,50,24,22.38042,80.56888,5.519032,260.8875,Pulses
13,26,12,23.67288,83.11713,5.251035,263.1076,Pulses
14,28,13,22.60801,83.03323,5.26441,250.0832,Pulses
9,18,8,24.27242,83.37012,5.345255,261.9742,Pulses
21,42,20,22.31254,81.03569,5.66,290.6794,Pulses
27,54,26,21.12152,82.14809,5.55043,285.2494,Pulses
22,44,21,22.49584,82.11124,5.03,269.5039,Pulses
16,32,15,23.50201,81.78597,5.295396,294.5767,Pulses
15,30,14,21.70417,84.94376,5.355561,264.6757,Pulses
22,44,21,20.41435,82.20803,5.777863,279.5452,Pulses
24,48,23,22.81213,83.88266,5.510208,272.2999,Pulses
15,30,14,23.94414,83.77346,6.132092,263.6372,Pulses
11,22,10,23.13164,80.33503,5.02,263.1103,Pulses
23,46,22,20.31887,80.28598,6.131445,264.8002,Pulses
16,32,15,23.4626,82.22573,5.281032,286.5084,Pulses
14,28,13,20.48186,80.23899,5.671793,255.6627,Pulses
28,56,27,23.34467,81.40634,5.22,260.2242,Pulses
17,34,16,22.45697,80.52389,5.394366,260.2634,Pulses
11,22,10,23.71059,82.78837,5.22869,254.555,Pulses
25,50,24,23.10943,83.5876,5.29262,251.3843,Pulses
25,50,24,22.35548,80.12267,5.318353,256.9965,Pulses
29,58,28,23.50201,84.13419,5.33,261.2014,Pulses
16,32,15,22.02775,80.66385,5.430118,276.6552,Pulses
31,62,30,21.28711,82.84023,5.8,257.4915,Pulses
28,56,27,23.59997,83.15251,5.392199,257.0344,Pulses
22,44,21,22.43325,80.33127,5.341727,270.4417,Pulses
12,24,11,22.31254,82.12354,5.999,255.1511,Pulses
25,50,24,22.92157,81.63895,5.618323,263.3474,Pulses
17,34,16,22.31254,81.85873,5.328813,285.9461,Pulses
12,24,11,23.4626,81.91411,6.795598,268.9164,Pulses
27,54,26,23.80436,83.47038,5.333,282.6549,Pulses
21,42,20,21.91191,80.30026,5.403143,256.2612,Pulses
18,36,17,23.8799,80.72886,5.30949,282.5616,Pulses
29,58,28,22.98459,83.72876,5.602779,259.9002,Pulses
25,50,24,22.19109,84.96907,5.588103,261.7365,Pulses
16,32,15,20.04677,83.29115,5.550623,298.6731,Pulses
9,18,8,23.34467,84.79352,5.248202,267.9762,Pulses
10,20,9,24.1318,81.60487,5.507194,271.3249,Pulses
23,46,22,22.84853,80.1923,5.304844,285.4975,Pulses
21,42,20,23.99686,83.85643,5.66,294.2652,Pulses
12,24,11,23.8494,83.53522,5.20688,264.6149,Pulses
15,30,14,24.41711,80.15836,5.331436,251.055,Pulses
9,18,8,23.71475,82.14004,5.33,294.5767,Pulses
10,20,9,22.35548,83.83626,5.505404,267.3789,Pulses
13,60,25,17.13693,20.59542,5.685972,128.2569,kidneybeans
34,59,18,23.38003,21.98879,5.744118,87.66899,kidneybeans
29,68,23,24.16384,19.27908,5.82738,116.7324,kidneybeans
34,60,22,17.66148,18.15303,5.635232,100.6712,kidneybeans
2,61,20,22.13975,23.02251,5.955617,76.64128,kidneybeans
31,55,22,22.9135,21.33953,5.873172,109.2256,kidneybeans
6,62,22,20.53053,18.09224,5.824091,120.4509,kidneybeans
12,61,19,19.33163,24.13995,5.655727,68.51253,kidneybeans
32,57,18,15.53835,23.7556,5.695423,107.3851,kidneybeans
5,59,15,18.87493,20.18238,5.972292,134.1812,kidneybeans
8,72,17,20.57341,19.75202,5.711439,87.87869,kidneybeans
40,73,20,21.59343,20.31871,5.811314,61.13872,kidneybeans
32,79,15,23.9091,20.74619,5.706199,81.60211,kidneybeans
17,77,24,20.76952,18.93147,5.568457,109.0194,kidneybeans
0,65,15,23.46168,23.22198,5.645436,95.84253,kidneybeans
23,62,19,16.51783,20.45556,5.609435,98.77794,kidneybeans
37,70,25,19.73137,24.89487,5.819404,84.06354,kidneybeans
31,79,25,23.18864,22.31046,5.902033,63.38209,kidneybeans
7,56,18,18.31358,24.32992,5.698371,76.14154,kidneybeans
25,57,19,17.15433,19.87071,5.566523,87.9967,kidneybeans
21,63,17,15.7737,19.23032,5.979974,108.3441,kidneybeans
24,67,22,20.12004,22.89846,5.618844,104.6252,kidneybeans
33,59,22,22.64237,21.59396,5.947,122.3886,kidneybeans
18,74,15,24.90358,22.27513,5.708366,146.4727,kidneybeans
23,59,19,21.98561,24.87305,5.852047,129.5651,kidneybeans
3,77,25,24.84906,22.89465,5.608165,62.21292,kidneybeans
4,67,25,23.7871,24.35679,5.948164,119.6404,kidneybeans
27,56,20,19.25975,20.51347,5.54269,94.95335,kidneybeans
13,72,21,24.32117,21.02787,5.821194,60.27553,kidneybeans
14,59,15,21.35136,22.91245,5.77909,146.4549,kidneybeans
34,60,23,20.12574,24.9697,5.659255,100.0497,kidneybeans
27,56,22,19.91853,20.701,5.833011,108.6435,kidneybeans
25,63,20,15.78601,21.14544,5.502999,95.17028,kidneybeans
0,55,22,22.98667,20.57941,5.916779,143.8585,kidneybeans
27,59,22,21.81168,23.20591,5.794159,130.0608,kidneybeans
25,76,24,15.33043,24.91507,5.565035,135.3316,kidneybeans
23,65,20,23.04291,22.42611,5.83394,108.3684,kidneybeans
27,65,18,20.10994,23.22324,5.595032,73.36386,kidneybeans
5,74,21,16.24469,21.35794,5.591704,66.97053,kidneybeans
7,79,23,19.63653,19.68751,5.82165,96.65889,kidneybeans
18,79,20,20.27515,23.23536,5.877348,139.7522,kidneybeans
11,72,20,19.52226,24.92607,5.951177,113.334,kidneybeans
37,64,22,17.4819,18.8252,5.954665,121.9401,kidneybeans
11,71,24,21.14011,22.71824,5.60662,141.6057,kidneybeans
10,55,23,21.18853,19.63439,5.728233,137.1949,kidneybeans
27,72,23,19.9289,21.79992,5.961934,64.02641,kidneybeans
14,67,15,19.56376,24.67385,5.690066,139.2921,kidneybeans
32,68,19,24.62835,18.18325,5.514234,149.7441,kidneybeans
27,64,15,20.16081,24.84208,5.514927,138.2362,kidneybeans
1,62,23,15.43546,18.37478,5.607808,139.0302,kidneybeans
28,80,17,19.62208,18.67171,5.80942,144.1567,kidneybeans
27,80,15,19.07096,21.21092,5.788387,86.21918,kidneybeans
28,66,23,21.53989,24.25386,5.996161,120.6913,kidneybeans
17,77,23,24.51325,20.81528,5.670063,64.19498,kidneybeans
20,69,15,23.44261,22.77256,5.934136,107.4137,kidneybeans
22,70,19,18.23776,21.07643,5.515615,69.44952,kidneybeans
40,64,16,16.4334,24.24046,5.926677,140.3718,kidneybeans
22,80,20,23.00885,18.86881,5.669561,100.1186,kidneybeans
11,71,17,19.91918,21.47324,5.746448,82.68554,kidneybeans
26,80,18,19.3251,23.33348,5.581022,104.7784,kidneybeans
25,70,16,19.63474,18.90706,5.759237,106.3598,kidneybeans
40,78,20,19.18573,20.83398,5.669236,80.15293,kidneybeans
37,65,16,22.8352,18.97268,5.683548,63.59277,kidneybeans
17,57,21,19.88394,20.31564,5.789214,60.91975,kidneybeans
22,79,17,21.42451,20.3966,5.91229,116.5207,kidneybeans
25,60,22,21.63149,21.1792,5.887263,134.365,kidneybeans
19,78,16,20.65376,23.10539,5.967533,67.71769,kidneybeans
5,65,16,21.32776,18.48523,5.866744,109.1013,kidneybeans
24,80,22,16.71171,19.17651,5.635994,96.77286,kidneybeans
37,56,25,22.05592,19.60379,5.774755,126.7265,kidneybeans
17,59,17,18.4167,23.4283,5.689858,132.9801,kidneybeans
11,78,22,23.89757,22.74379,5.940547,112.6616,kidneybeans
31,75,18,15.46789,21.43781,5.824208,88.88796,kidneybeans
35,69,23,16.78792,24.96882,5.57841,75.45328,kidneybeans
3,67,24,17.00068,19.90791,5.52088,103.2926,kidneybeans
13,69,19,17.30845,20.01731,5.863904,115.1992,kidneybeans
34,66,17,18.81097,21.27833,5.889615,125.0849,kidneybeans
30,63,16,23.60507,21.9054,5.525905,100.5979,kidneybeans
37,72,18,18.87615,24.54038,5.724242,105.4121,kidneybeans
11,61,21,18.62329,23.0241,5.532101,135.3378,kidneybeans
2,24,38,24.55982,91.63536,5.922936,111.9685,pomegranate
4,14,41,19.85139,89.80732,6.430163,102.8186,pomegranate
24,21,42,20.82211,87.22816,6.999014,109.443,pomegranate
14,25,40,20.07387,90.9782,6.407872,103.7084,pomegranate
18,21,35,23.28012,94.9433,6.368561,111.1382,pomegranate
25,17,40,18.91251,87.74939,6.608024,111.2801,pomegranate
0,5,36,24.35194,90.88612,6.152907,105.5292,pomegranate
4,20,41,24.26601,93.79741,6.537043,104.5375,pomegranate
22,26,38,22.92052,85.12912,6.988035,110.2438,pomegranate
34,9,36,22.81226,86.34234,6.276039,110.4432,pomegranate
40,9,41,24.37767,85.40171,5.782707,106.1283,pomegranate
15,11,38,23.12808,92.68328,6.630646,109.393,pomegranate
31,25,38,24.96273,92.40501,6.497367,109.4169,pomegranate
39,24,39,23.65374,93.32658,6.431266,109.8076,pomegranate
23,30,44,20.93893,85.42913,6.124761,103.0296,pomegranate
22,23,44,20.13037,89.31505,6.143875,107.3417,pomegranate
31,11,45,24.83954,86.88738,6.034613,107.6436,pomegranate
16,15,42,19.67832,89.08936,6.890784,108.5469,pomegranate
0,17,42,23.20243,91.19443,6.859841,109.0946,pomegranate
5,13,37,22.34376,89.78703,5.648244,103.3183,pomegranate
8,28,37,23.88405,86.20614,6.082572,108.3122,pomegranate
18,23,44,23.71028,89.61794,6.1844,105.65,pomegranate
9,25,41,24.8153,91.90843,5.972715,109.2853,pomegranate
23,5,44,21.20725,94.26305,7.163005,107.5661,pomegranate
6,30,40,22.77036,91.45499,6.361374,106.9659,pomegranate
11,10,45,22.63045,88.45577,6.397996,109.0358,pomegranate
32,14,37,22.73031,88.48568,6.825256,104.6843,pomegranate
30,20,38,22.5989,93.16344,7.058223,110.0933,pomegranate
4,19,42,23.83186,87.84035,6.306606,111.2233,pomegranate
2,21,44,18.92157,87.3129,6.568934,102.8013,pomegranate
33,23,45,20.00219,85.83618,7.116539,112.337,pomegranate
40,30,35,20.89273,91.07777,6.269664,104.4407,pomegranate
5,24,40,24.69226,93.8703,6.297908,104.6735,pomegranate
8,23,44,18.47412,89.6892,7.130838,108.4759,pomegranate
29,22,43,19.6633,87.95158,5.561852,106.0381,pomegranate
40,27,45,21.66025,94.79397,5.885638,112.435,pomegranate
25,27,41,19.2009,94.2766,6.923509,108.0424,pomegranate
10,5,42,20.24105,91.08707,6.887006,109.2538,pomegranate
22,9,44,24.72236,88.87651,5.744362,112.1927,pomegranate
36,7,37,19.86712,86.3559,5.782436,108.3169,pomegranate
5,21,38,22.43378,90.33966,6.107055,112.4597,pomegranate
4,19,43,18.07133,93.14555,5.779427,106.3602,pomegranate
27,24,41,24.3277,90.88293,6.610251,110.4606,pomegranate
29,22,40,23.626,89.73267,6.145104,107.6837,pomegranate
28,6,40,22.10621,91.3404,6.769856,106.8705,pomegranate
7,23,35,19.75088,88.71691,7.054314,102.5538,pomegranate
8,26,36,18.7836,87.40248,6.804781,102.5185,pomegranate
36,24,41,24.94468,94.25703,7.00918,103.8799,pomegranate
21,6,41,24.88244,89.39686,7.086948,107.1952,pomegranate
1,27,36,23.98599,93.34237,5.684995,104.9913,pomegranate
8,23,38,19.30106,87.17752,7.005411,105.4767,pomegranate
29,16,36,19.81069,88.92944,5.740338,102.8601,pomegranate
15,6,41,19.00871,88.83768,6.897368,108.6794,pomegranate
18,9,40,19.44623,89.02127,5.627186,106.1607,pomegranate
12,20,39,19.86174,86.19741,6.026999,111.0218,pomegranate
4,18,37,22.91843,85.40695,7.131475,106.2818,pomegranate
8,25,36,19.91331,94.95031,6.828522,104.0277,pomegranate
37,18,39,24.14696,94.51107,6.424671,110.2317,pomegranate
13,30,37,20.86475,91.61794,6.277149,106.8686,pomegranate
38,14,37,21.80523,94.63613,6.658403,102.6489,pomegranate
34,21,42,18.75928,89.93458,6.648687,111.0197,pomegranate
14,5,36,24.92639,85.19098,5.832526,104.7694,pomegranate
40,11,44,24.4584,86.10875,6.322396,111.378,pomegranate
4,24,43,22.40424,88.15083,7.199504,109.8695,pomegranate
9,16,39,18.41164,91.11927,6.101199,105.1835,pomegranate
3,27,44,24.56811,92.03009,6.591303,110.9634,pomegranate
9,16,36,23.77989,92.93387,5.893332,106.9777,pomegranate
39,25,36,18.90223,94.99898,5.567805,107.6103,pomegranate
17,18,43,24.48808,90.83687,5.843005,103.1969,pomegranate
29,21,45,23.40982,93.13277,6.74926,105.2241,pomegranate
39,30,38,20.12645,87.5963,6.965157,108.0656,pomegranate
21,9,40,24.51148,90.64499,5.956402,105.621,pomegranate
6,18,37,19.6569,89.93701,5.93765,108.0459,pomegranate
3,9,45,23.89163,89.6185,6.535244,104.6175,pomegranate
16,10,41,24.77464,85.63609,6.738994,105.7596,pomegranate
9,8,40,22.4872,89.92249,6.55351,111.6632,pomegranate
3,26,39,24.38319,91.19432,7.079973,103.6012,pomegranate
20,7,45,18.90592,89.24127,6.077886,112.4751,pomegranate
13,17,45,21.25434,92.65059,7.159521,106.2785,pomegranate
2,27,38,22.44581,89.90147,6.738016,109.3906,pomegranate
61,68,50,35.21463,91.49725,6.793245,243.0745,papaya
58,55,47,26.05376,93.69112,6.74249,240.6864,papaya
48,62,47,25.34756,93.02871,6.803095,174.4012,papaya
45,58,49,30.10773,90.34546,6.827813,75.24522,papaya
57,57,51,39.01793,91.48816,6.992234,105.8842,papaya
34,48,48,41.04224,91.37258,6.805277,181.5276,papaya
58,67,45,38.72383,91.72515,6.702425,62.62377,papaya
61,64,52,43.30205,92.83405,6.641099,110.5622,papaya
43,50,48,28.28223,91.3706,6.630165,179.2721,papaya
34,68,51,27.34735,94.17757,6.687088,40.35153,papaya
39,70,52,26.2656,90.79668,6.651491,59.49373,papaya
39,52,53,32.51247,94.65904,6.704204,51.07048,papaya
52,51,53,38.38231,93.10379,6.985804,210.2735,papaya
69,67,52,27.71949,94.43877,6.827306,82.83061,papaya
36,54,46,42.54744,94.94482,6.662876,214.4104,papaya
40,64,47,32.50038,93.47889,6.893509,71.7376,papaya
42,59,55,40.10208,94.3511,6.979102,149.12,papaya
69,64,47,40.21199,94.50767,6.993473,186.6762,papaya
34,65,48,41.41968,90.03863,6.665025,199.3096,papaya
51,57,55,24.70528,90.14732,6.676407,108.4103,papaya
61,51,51,39.3005,94.16193,6.574678,120.9512,papaya
31,62,52,33.79602,93.00754,6.991041,182.0268,papaya
31,68,45,42.92325,90.07601,6.938313,196.2408,papaya
69,66,49,40.00439,90.17016,6.52711,92.11877,papaya
56,65,45,38.20168,93.9738,6.751299,218.0909,papaya
70,68,55,42.84609,94.63548,6.691202,78.80996,papaya
49,54,50,25.62447,93.1824,6.762522,97.26337,papaya
42,60,47,33.46874,92.12746,6.834808,136.8277,papaya
45,47,55,38.41916,91.1422,6.751453,119.2654,papaya
58,51,47,42.13474,91.70445,6.757471,197.4029,papaya
48,57,54,29.02328,90.20397,6.617703,126.807,papaya
31,48,45,40.78882,92.90951,6.563135,132.7924,papaya
44,56,49,39.23342,91.25589,6.51978,64.44785,papaya
39,65,53,35.33295,92.11509,6.560743,235.6134,papaya
56,58,49,37.13165,94.60762,6.692156,172.4788,papaya
56,57,48,31.56214,93.04849,6.506121,63.62251,papaya
39,64,53,23.0124,91.07356,6.59886,208.3358,papaya
70,50,53,37.46209,90.44968,6.93381,172.3458,papaya
56,50,52,33.08706,92.25198,6.770385,88.13008,papaya
44,47,45,38.73219,94.73613,6.579441,218.1421,papaya
59,47,53,32.86317,91.46189,6.850663,47.27155,papaya
34,61,49,28.12971,93.32107,6.502675,117.8202,papaya
40,65,49,35.32876,91.06139,6.678449,163.9069,papaya
42,53,48,23.11408,94.31995,6.75848,231.5153,papaya
68,70,54,31.29986,92.76039,6.986229,54.7783,papaya
65,62,51,31.53244,90.87395,6.511625,207.0735,papaya
49,61,45,32.76796,94.57377,6.764213,240.4796,papaya
36,59,46,34.28879,93.61083,6.721131,127.251,papaya
35,66,47,31.70184,91.66232,6.953439,48.83811,papaya
38,61,52,31.2279,94.94021,6.62073,46.44279,papaya
49,55,53,38.44187,93.63739,6.54403,77.71567,papaya
59,62,52,43.67549,93.10887,6.608668,103.8236,papaya
50,46,52,31.18298,90.21647,6.734006,54.01872,papaya
54,66,52,36.5677,93.79503,6.867554,104.4219,papaya
35,68,45,42.93605,90.09448,6.61243,234.8466,papaya
70,54,46,39.73149,91.12221,6.919342,122.7629,papaya
33,47,46,29.20301,93.96834,6.839444,209.4083,papaya
50,60,47,32.57721,92.74889,6.927918,93.79428,papaya
34,65,47,23.48547,93.71044,6.833769,191.7761,papaya
54,67,52,35.67667,93.30642,6.586107,141.3381,papaya
38,51,52,32.66161,90.78932,6.927804,78.85086,papaya
65,63,50,31.88343,91.32565,6.524459,79.27202,papaya
35,67,49,41.3133,91.15088,6.617067,239.7428,papaya
69,60,54,36.32268,93.06134,6.989927,141.1737,papaya
63,58,50,43.03714,94.64289,6.720744,41.58566,papaya
50,59,47,40.76999,92.09279,6.747976,209.8678,papaya
44,60,55,34.28046,90.55562,6.825371,98.54048,papaya
70,65,52,30.42012,93.1266,6.583529,75.95295,papaya
58,46,45,42.39413,90.79028,6.576261,88.46607,papaya
43,64,47,38.58954,91.58077,6.825665,102.2708,papaya
39,69,53,25.93004,93.02358,6.964955,241.8202,papaya
67,68,49,35.26825,92.38283,6.821775,149.8488,papaya
60,46,53,24.48621,92.98255,6.761953,183.491,papaya
56,59,55,37.03552,91.7943,6.551893,188.5181,papaya
40,49,47,42.93369,91.17567,6.501521,246.3613,papaya
53,55,55,33.32316,91.25271,6.709669,234.4966,papaya
68,69,52,25.65492,92.74502,6.813383,52.95478,papaya
39,64,52,28.91842,94.63677,6.678696,63.68795,papaya
59,62,49,43.36052,93.35192,6.941497,114.7781,papaya
66,69,47,23.69212,93.61056,6.9123,87.53394,papaya
8,13,7,23.529,70.587,6.629044,25.95321,Onion
29,48,28,21.483,69.564,6.565657,25.76638,Onion
16,26,15,23.529,69.564,7.795098,24.60017,Onion
16,26,15,23.529,71.61,6.106419,29.3874,Onion
13,21,12,25.575,74.679,6.450603,30.58536,Onion
25,41,24,25.575,74.679,6.370991,30.23306,Onion
28,46,27,25.575,72.633,7.575997,29.42463,Onion
16,26,15,25.575,72.633,6.553266,24.40164,Onion
16,26,15,25.575,69.564,7.55961,28.73466,Onion
11,18,10,24.552,71.61,7.010999,29.39882,Onion
9,14,8,23.529,72.633,7.911647,29.24577,Onion
31,51,30,25.575,73.656,7.550194,27.37119,Onion
25,41,24,24.552,70.587,7.180135,28.27887,Onion
24,39,23,21.483,74.679,7.578992,29.90758,Onion
11,18,10,24.552,71.61,7.555148,29.76077,Onion
8,13,7,21.483,69.564,7.326719,25.17184,Onion
8,13,7,21.483,74.679,6.222314,26.20027,Onion
29,48,28,21.483,73.656,6.328043,28.66898,Onion
21,34,20,24.552,70.587,7.995375,26.99522,Onion
16,26,15,25.575,74.679,7.856804,25.07929,Onion
10,16,9,25.575,73.656,7.429733,30.22705,Onion
9,14,8,23.529,72.633,7.231607,28.12334,Onion
22,36,21,24.552,71.61,6.795811,27.70522,Onion
23,38,22,24.552,71.61,6.634415,27.22159,Onion
12,19,11,24.552,70.587,6.086272,25.3051,Onion
14,23,13,22.506,70.587,7.920118,24.12053,Onion
11,18,10,22.506,71.61,6.589228,28.85987,Onion
13,21,12,21.483,69.564,7.791621,29.9831,Onion
12,19,11,22.506,71.61,6.935202,29.29262,Onion
22,36,21,24.552,70.587,7.101761,25.30524,Onion
13,21,12,22.506,74.679,7.437909,25.14365,Onion
13,21,12,22.506,73.656,7.496491,26.05928,Onion
22,36,21,22.506,70.587,6.647772,24.6691,Onion
23,38,22,24.552,71.61,6.674977,28.98635,Onion
25,41,24,21.483,74.679,6.415572,25.12396,Onion
6,9,5,25.575,72.633,7.414939,26.37793,Onion
21,34,20,21.483,69.564,7.531326,24.44147,Onion
18,29,17,24.552,69.564,6.215246,28.51282,Onion
12,19,11,22.506,72.633,7.075068,30.01495,Onion
15,24,14,23.529,72.633,7.829068,25.90337,Onion
15,24,14,23.529,70.587,7.915856,26.99709,Onion
18,29,17,22.506,71.61,6.264703,30.07737,Onion
9,14,8,25.575,70.587,6.356274,30.3074,Onion
24,39,23,21.483,74.679,7.690714,24.21706,Onion
21,34,20,23.529,69.564,7.719511,29.48644,Onion
9,14,8,22.506,73.656,6.867073,28.29925,Onion
26,43,25,25.575,73.656,6.729094,24.90083,Onion
21,34,20,21.483,71.61,7.827616,28.43942,Onion
17,28,16,21.483,71.61,6.899413,28.01156,Onion
